Sexe,age,Emploi,Telephone,statut_personnel,mois_pret_duree,historique de credit,but,Prix ( TND),personnes a charge,solde_d'epargne,duree_emploi,taux de versement ( par mois ) ,autres_debiteurs,Historique residence,propriete,logement,credits_existants,Score
Homme,41,employe qualifie,26719168,Celibataire,30,retarde,Entreprise,5006,1,2830,8 annees,4,rien,8 mois,l'epargne de la societe de construction,propre,2,0
Femme,32,employe qualifie,22678447,,27,rembourse,Entreprise,5056,2,970,1 mois,4,rien,,l'epargne de la societe de construction,propre,1,0
Femme,35,employe qualifie,28393013,,15,rembourse,voiture (neuve),10648,1,9960,10 annees,1,rien,8 annees,inconnu/aucun,gratuitement,1,0
Homme,24,employe qualifie,25473314,Celibataire,48,rembourse,voiture (neuve),13120,1,1020,6 ans,3,rien,5 mois,l'epargne de la societe de construction,propre,1,1
Femme,25,employe qualifie,23253836,,9,rembourse,Electronique,2412,1,540,14 ans,4,rien,22 ans,immobilier,propre,1,0
Homme,46,independant de gestion,27761034,Celibataire,21,rembourse,voiture (occasion),4952,1,0,19 annees,4,rien,12 ans,immobilier,propre,1,0
Homme,25,resident non qualifie,26547065,Celibataire,9,critique,Electronique,2276,1,350,1 ans,4,rien,11 ans,immobilier,propre,2,0
Homme,32,independant de gestion,24832471,Celibataire,18,rembourse,Electronique,3010,1,0,2 annees,4,rien,3 mois,inconnu/aucun,gratuitement,1,0
Homme,31,employe qualifie,26419026,Celibataire,24,critique,Electronique,6296,1,0,3 annees,3,rien,7 mois,autre,propre,2,0
Homme,31,employe qualifie,24636186,marie,20,entierement rembourse,voiture (occasion),12296,1,1220,16 ans,3,rien,17 ans,autre,propre,2,0
Homme,34,independant de gestion,25739042,Celibataire,9,entierement rembourse,Electronique,2674,1,620,7 mois,4,rien,0 mois,autre,propre,2,1
Femme,66,resident non qualifie,28741811,,9,rembourse,Electronique,1580,1,5340,1 ans,4,rien,1 ans,immobilier,propre,1,0
Femme,21,employe qualifie,26495441,,27,rembourse,voiture (neuve),5140,1,130,1 ans,3,rien,4 annees,immobilier,louer,1,1
Femme,41,resident non qualifie,23778429,,6,critique,voiture (neuve),500,1,60020,2 annees,2,rien,4 mois,immobilier,propre,2,0
Homme,47,resident non qualifie,26833479,marie,15,critique,Electronique,2632,1,9990,3 annees,2,rien,4 mois,l'epargne de la societe de construction,propre,2,0
Femme,59,employe qualifie,21765784,,48,entierement rembourse cette banque,Entreprise,12832,1,740,10 annees,4,rien,1 ans,inconnu/aucun,louer,1,1
Homme,36,employe qualifie,26703601,divorce,24,critique,Entreprise,2550,1,192950,1 ans,2,rien,14 ans,immobilier,propre,2,0
Homme,33,employe qualifie,24258029,Celibataire,24,retarde,Electronique,12806,1,440,6 mois,1,rien,7 mois,autre,propre,1,0
Homme,21,resident non qualifie,23296958,Celibataire,24,rembourse,Electronique,3974,2,430,2 annees,2,rien,15 ans,immobilier,louer,1,1
Femme,37,employe qualifie,22753877,,4,critique,voiture (neuve),6760,2,130,5 annees,1,rien,,immobilier,propre,1,0
Homme,35,resident non qualifie,24612832,Celibataire,18,rembourse,voiture (neuve),8760,2,1570,2 annees,3,rien,18 ans,autre,propre,1,0
Homme,45,independant de gestion,27642985,Celibataire,6,critique,voiture (neuve),13522,2,570,7 ans,1,rien,4 annees,inconnu/aucun,propre,2,0
Femme,26,resident non qualifie,28997314,,30,entierement rembourse,Entreprise,8560,1,3640,2 annees,4,rien,19 annees,autre,louer,2,1
Homme,32,employe qualifie,27770578,Celibataire,24,entierement rembourse cette banque,voiture (neuve),4650,1,4360,5 annees,2,rien,4 annees,autre,propre,1,0
Homme,23,resident non qualifie,27836909,Celibataire,10,entierement rembourse cette banque,Electronique,2096,1,770,1 ans,4,rien,7 ans,immobilier,propre,1,0
Homme,22,employe qualifie,25712462,Celibataire,24,entierement rembourse cette banque,meubles,4966,1,9400,2 annees,4,rien,6 ans,immobilier,propre,1,0
Homme,30,independant de gestion,23269241,Celibataire,39,critique,meubles,28358,1,0,4 annees,4,rien,16 ans,l'epargne de la societe de construction,propre,2,0
Homme,28,resident non qualifie,23510635,Celibataire,13,critique,Entreprise,3594,1,170,10 mois,3,rien,,l'epargne de la societe de construction,propre,2,0
Femme,23,employe qualifie,26947788,,15,rembourse,voiture (neuve),5022,1,40,,1,rien,15 ans,autre,louer,1,0
Homme,26,employe qualifie,24259219,Celibataire,21,rembourse,voiture (occasion),10496,1,0,1 ans,1,rien,4 annees,autre,propre,1,0
Femme,23,resident non qualifie,23878817,,18,rembourse,voiture (neuve),1952,1,240,10 mois,1,rien,2 mois,autre,propre,1,1
Femme,23,resident non qualifie,26813890,,12,rembourse,Entreprise,1682,1,4640,5 annees,2,rien,8 annees,immobilier,louer,1,0
Homme,74,chomeur non resident,26024520,Celibataire,6,critique,voiture (neuve),2598,2,400,1 ans,1,rien,,immobilier,propre,3,0
Homme,39,employe qualifie,26071711,Celibataire,15,critique,Electronique,2542,1,0,2 annees,3,rien,6 ans,inconnu/aucun,gratuitement,2,1
Homme,31,employe qualifie,22358479,Celibataire,24,rembourse,voiture (neuve),2786,1,150,3 annees,2,garant,1 mois,immobilier,propre,1,0
Homme,24,resident non qualifie,27880713,Celibataire,12,rembourse,Electronique,4428,1,760,1 ans,4,rien,4 annees,l'epargne de la societe de construction,propre,1,0
Homme,30,independant de gestion,21966688,Celibataire,21,critique,voiture (neuve),25360,1,0,11 ans,4,rien,9 annees,inconnu/aucun,gratuitement,1,1
Homme,40,resident non qualifie,26125482,marie,12,rembourse,Electronique,2310,1,800,9 annees,3,garant,4 annees,immobilier,propre,2,0
Homme,28,employe qualifie,21447958,Celibataire,12,critique,meubles,7234,1,970,18 ans,1,rien,23 annees,autre,louer,3,0
Homme,63,resident non qualifie,26500197,Celibataire,12,critique,Electronique,3310,1,910,15 ans,2,rien,22 ans,immobilier,propre,2,0
Homme,52,employe qualifie,22500473,Celibataire,24,critique,Electronique,4446,1,4100,19 annees,4,rien,9 annees,l'epargne de la societe de construction,propre,2,0
Homme,37,employe qualifie,25982174,Celibataire,36,critique,voiture (neuve),7070,1,780,6 ans,4,rien,18 ans,autre,propre,2,0
Femme,25,employe qualifie,23630217,,18,rembourse,Electronique,7018,1,210,6 ans,4,garant,,immobilier,propre,1,0
Homme,38,independant de gestion,27555173,Celibataire,36,critique,voiture (occasion),11422,1,183530,8 annees,4,rien,8 mois,autre,propre,2,0
Femme,67,employe qualifie,24610797,,18,rembourse,reparations,7744,1,360,,2,rien,10 annees,autre,propre,1,0
Homme,25,employe qualifie,22975995,Celibataire,39,critique,Electronique,9866,1,550,6 ans,2,garant,0 mois,immobilier,propre,2,1
Homme,60,employe qualifie,20948667,Celibataire,24,critique,voiture (neuve),3880,1,46190,15 ans,4,rien,24 ans,immobilier,propre,1,0
Femme,23,resident non qualifie,29358353,,12,rembourse,voiture (neuve),1672,1,4000,4 mois,4,rien,3 mois,l'epargne de la societe de construction,propre,1,1
Homme,60,independant de gestion,25752596,divorce,20,rembourse,voiture (occasion),12936,1,0,,1,rien,12 ans,immobilier,propre,1,0
Homme,35,resident non qualifie,25858252,Celibataire,18,rembourse,Entreprise,3882,1,127650,1 ans,4,rien,11 mois,l'epargne de la societe de construction,propre,1,0
Homme,40,employe qualifie,25157605,Celibataire,22,rembourse,Electronique,5350,1,5540,10 annees,3,rien,14 ans,autre,propre,1,0
Homme,50,employe qualifie,25621421,Celibataire,48,retarde,education,12448,1,790,10 annees,4,rien,22 ans,inconnu/aucun,gratuitement,1,1
Homme,27,employe qualifie,29404931,Celibataire,40,critique,education,11996,1,760,3 annees,4,rien,2 annees,inconnu/aucun,propre,1,1
Femme,39,employe qualifie,24529614,,21,rembourse,Entreprise,2376,2,860,10 annees,2,rien,13 ans,l'epargne de la societe de construction,propre,1,1
Homme,41,independant de gestion,26204487,Celibataire,24,rembourse,voiture (occasion),12626,2,0,11 ans,3,rien,10 annees,autre,propre,1,0
Homme,32,employe qualifie,29492409,Celibataire,24,rembourse,meubles,6124,1,8800,16 ans,4,rien,1 ans,inconnu/aucun,louer,1,0
Femme,22,employe qualifie,27332986,,9,rembourse,meubles,4602,1,2790,10 mois,2,rien,18 ans,l'epargne de la societe de construction,louer,1,0
Homme,51,employe qualifie,24685417,Celibataire,18,rembourse,voiture (occasion),15022,2,0,7 ans,1,rien,21 ans,l'epargne de la societe de construction,gratuitement,1,1
Femme,22,resident non qualifie,22099473,,12,critique,meubles,2516,1,40,5 mois,2,rien,17 ans,l'epargne de la societe de construction,louer,2,0
Homme,54,employe qualifie,27518297,marie,24,retarde,voiture (neuve),1434,1,0,9 annees,4,rien,24 ans,autre,propre,2,0
Homme,35,chomeur non resident,26598289,Celibataire,9,rembourse,voiture (neuve),3098,1,0,6 mois,4,rien,3 mois,immobilier,propre,1,0
Homme,54,employe qualifie,21511953,Celibataire,24,critique,education,3194,2,230,10 annees,4,rien,7 ans,inconnu/aucun,gratuitement,2,0
Femme,48,resident non qualifie,28442799,,18,critique,Electronique,3590,1,790,8 annees,3,garant,11 ans,immobilier,louer,2,0
Femme,24,employe qualifie,20474217,,20,critique,meubles,8544,1,300,13 ans,1,rien,21 ans,l'epargne de la societe de construction,propre,2,0
Homme,35,employe qualifie,27548290,Celibataire,12,critique,Electronique,1952,1,0,11 ans,4,rien,21 ans,autre,propre,2,0
Femme,24,chomeur non resident,28033860,,12,rembourse,voiture (neuve),14944,1,0,,1,rien,10 mois,immobilier,louer,1,0
Homme,24,employe qualifie,24369338,Celibataire,36,rembourse,voiture (neuve),18542,1,400,6 ans,2,rien,,autre,propre,1,1
Homme,26,resident non qualifie,24667734,marie,6,rembourse,Electronique,1180,1,140,0 mois,3,rien,1 ans,immobilier,propre,1,0
Homme,65,employe qualifie,21785970,Celibataire,12,critique,Electronique,1860,1,0,8 annees,4,rien,10 annees,immobilier,propre,4,0
Homme,55,independant de gestion,20544935,Celibataire,42,entierement rembourse cette banque,voiture (occasion),18566,1,310,,1,rien,9 mois,inconnu/aucun,gratuitement,1,0
Femme,26,chomeur non resident,26853854,,15,entierement rembourse,voiture (neuve),3556,1,870,4 mois,2,rien,,immobilier,louer,2,1
Homme,26,employe qualifie,28373266,marie,8,rembourse,Entreprise,1814,1,60,6 mois,3,rien,0 mois,immobilier,propre,1,0
Homme,24,employe qualifie,29560137,Celibataire,36,critique,voiture (occasion),19258,1,340,6 ans,4,rien,15 ans,autre,propre,2,1
Homme,54,employe qualifie,28964772,Celibataire,48,rembourse,appareils electromenagers,6102,1,290,2 annees,3,rien,16 ans,autre,propre,1,1
Homme,46,employe qualifie,28957989,Celibataire,48,rembourse,voiture (neuve),7862,2,390,4 annees,4,rien,5 annees,inconnu/aucun,gratuitement,1,1
Homme,62,employe qualifie,22948402,divorce,6,rembourse,appareils electromenagers,2676,1,8510,1 ans,1,rien,15 ans,immobilier,propre,1,0
Homme,43,independant de gestion,21070184,divorce,36,rembourse,autres,31714,1,870,,2,codemandeur,3 annees,autre,propre,1,0
Homme,27,employe qualifie,20793652,marie,12,rembourse,voiture (neuve),2202,1,650,1 ans,3,rien,2 mois,immobilier,propre,2,0
Homme,24,employe qualifie,21322096,marie,12,rembourse,Electronique,6032,1,640,3 annees,3,rien,,autre,propre,1,0
Homme,41,employe qualifie,24159893,Celibataire,36,rembourse,meubles,5424,2,260,11 ans,2,rien,10 mois,l'epargne de la societe de construction,propre,1,1
Homme,47,resident non qualifie,28397753,Celibataire,8,critique,voiture (neuve),1462,1,510,9 annees,4,rien,14 ans,immobilier,propre,2,0
Homme,35,independant de gestion,25924617,divorce,18,critique,meubles,7560,1,370,4 mois,3,rien,8 mois,autre,propre,2,0
Homme,30,employe qualifie,28562588,marie,21,critique,voiture (neuve),3204,1,0,12 ans,4,rien,1 ans,autre,propre,2,0
Femme,33,employe qualifie,26843153,,18,critique,voiture (neuve),7932,1,50,9 annees,1,rien,23 annees,immobilier,louer,3,1
Homme,47,employe qualifie,26937890,Celibataire,36,rembourse,voiture (occasion),16670,1,0,8 annees,3,rien,12 ans,inconnu/aucun,gratuitement,1,1
Femme,23,employe qualifie,20849359,,18,rembourse,voiture (neuve),2432,1,470,11 mois,4,rien,1 ans,autre,louer,1,1
Homme,29,employe qualifie,20552799,Celibataire,45,entierement rembourse,Entreprise,23632,1,670,12 ans,2,rien,23 annees,autre,louer,2,1
Femme,25,resident non qualifie,29081748,,15,rembourse,Electronique,4654,1,380,2 mois,2,rien,4 annees,immobilier,propre,1,1
Homme,48,employe qualifie,28369677,Celibataire,12,entierement rembourse,voiture (neuve),2164,1,0,3 annees,4,rien,11 ans,autre,propre,2,1
Femme,21,employe qualifie,23099349,,12,rembourse,Electronique,1772,1,0,2 annees,4,rien,3 mois,autre,propre,1,0
Femme,23,resident non qualifie,22511810,,4,rembourse,meubles,1202,2,840,8 mois,1,rien,2 annees,immobilier,louer,1,0
Homme,63,employe qualifie,22817100,Celibataire,24,critique,voiture (occasion),5914,1,110,18 ans,4,rien,6 ans,l'epargne de la societe de construction,propre,2,0
Homme,46,employe qualifie,22354379,marie,24,critique,Electronique,5222,1,120,8 annees,4,codemandeur,1 ans,immobilier,propre,2,0
Homme,28,resident non qualifie,23537980,Celibataire,21,retarde,voiture (occasion),5986,1,180,2 annees,3,rien,4 mois,immobilier,propre,2,0
Homme,50,employe qualifie,26820318,Celibataire,24,entierement rembourse cette banque,Entreprise,3118,1,800,5 annees,4,rien,11 ans,autre,propre,1,0
Homme,47,employe qualifie,22988527,Celibataire,18,rembourse,meubles,6844,2,800,15 ans,4,rien,20 ans,l'epargne de la societe de construction,propre,3,0
Homme,35,employe qualifie,23128412,Celibataire,21,rembourse,meubles,7952,1,0,6 ans,2,rien,2 annees,autre,propre,1,0
Homme,68,employe qualifie,22565347,Celibataire,18,rembourse,voiture (neuve),13522,1,0,2 annees,2,rien,15 ans,autre,louer,2,1
Homme,28,employe qualifie,21773686,marie,24,rembourse,voiture (neuve),2498,1,470,2 mois,4,rien,11 mois,immobilier,propre,1,0
Homme,59,employe qualifie,28700314,Celibataire,9,rembourse,Electronique,2728,1,130,6 ans,3,rien,19 annees,immobilier,propre,1,0
Homme,57,resident non qualifie,25359382,Celibataire,12,rembourse,Electronique,1418,1,30,10 annees,4,rien,13 ans,immobilier,propre,1,1
Homme,33,employe qualifie,26999039,marie,20,critique,voiture (neuve),4470,1,40,3 annees,4,garant,7 mois,l'epargne de la societe de construction,louer,2,1
Homme,43,employe qualifie,24556031,Celibataire,24,critique,voiture (occasion),8084,1,0,7 ans,3,rien,6 ans,l'epargne de la societe de construction,propre,2,0
Homme,35,employe qualifie,26537795,Celibataire,15,critique,Electronique,2942,1,670,2 annees,4,rien,17 ans,inconnu/aucun,gratuitement,2,0
Homme,33,employe qualifie,29149777,marie,24,rembourse,voiture (neuve),2948,1,2330,8 mois,4,rien,3 annees,immobilier,propre,1,0
Femme,29,employe qualifie,29491354,,15,rembourse,voiture (neuve),7918,1,360,1 ans,3,rien,0 mois,l'epargne de la societe de construction,propre,1,1
Homme,28,employe qualifie,27749729,marie,18,retarde,Entreprise,4338,1,760,3 annees,4,rien,6 mois,autre,propre,1,1
Femme,35,employe qualifie,28640682,,24,rembourse,Electronique,4878,1,780,6 mois,4,rien,19 annees,immobilier,propre,1,1
Homme,32,resident non qualifie,22009253,Celibataire,27,critique,meubles,9052,2,110070,4 mois,4,rien,9 mois,immobilier,propre,2,0
Homme,25,resident non qualifie,27153611,Celibataire,10,rembourse,meubles,4420,1,20,3 annees,2,rien,2 mois,immobilier,louer,1,1
Femme,27,employe qualifie,24250884,,18,rembourse,Electronique,4778,1,610,3 mois,4,rien,,autre,propre,1,0
Homme,42,employe qualifie,23578544,Celibataire,12,critique,meubles,6662,1,780,9 annees,2,rien,11 ans,l'epargne de la societe de construction,propre,1,0
Homme,37,employe qualifie,28681895,Celibataire,36,rembourse,Entreprise,14818,1,0,11 ans,3,rien,8 mois,l'epargne de la societe de construction,propre,2,0
Femme,24,employe qualifie,27330511,,12,rembourse,meubles,1304,1,730,13 ans,4,rien,13 ans,l'epargne de la societe de construction,louer,1,0
Femme,40,employe qualifie,21818676,,36,retarde,meubles,15356,1,6200,6 ans,2,rien,8 annees,autre,propre,2,0
Homme,26,employe qualifie,22066039,Celibataire,24,critique,Entreprise,2764,1,2870,5 annees,4,rien,,immobilier,propre,2,0
Femme,24,employe qualifie,28425396,,15,rembourse,appareils electromenagers,1748,1,0,3 mois,4,rien,,immobilier,propre,1,0
Homme,29,resident non qualifie,28581087,Celibataire,12,rembourse,meubles,7180,2,980,3 annees,2,codemandeur,1 mois,l'epargne de la societe de construction,propre,1,0
Femme,40,employe qualifie,21816753,,11,critique,voiture (neuve),2644,1,181850,2 annees,4,rien,5 annees,autre,propre,2,0
Homme,36,independant de gestion,28462959,Celibataire,18,entierement rembourse cette banque,Electronique,3880,1,10,6 mois,3,codemandeur,22 ans,inconnu/aucun,gratuitement,1,0
Homme,28,employe qualifie,26133256,Celibataire,36,rembourse,Electronique,7190,1,610,9 annees,4,rien,3 mois,autre,propre,1,0
Homme,27,independant de gestion,27158250,Celibataire,9,rembourse,voiture (neuve),2844,1,310,7 mois,3,rien,11 mois,inconnu/aucun,gratuitement,1,1
Homme,48,employe qualifie,25827951,divorce,24,rembourse,voiture (occasion),18554,1,0,3 annees,2,rien,17 ans,inconnu/aucun,gratuitement,1,0
Homme,36,employe qualifie,20673217,Celibataire,30,critique,voiture (neuve),4362,1,0,7 ans,4,rien,17 ans,immobilier,propre,2,0
Femme,65,chomeur non resident,23686888,,18,critique,Electronique,2196,1,460,,4,rien,13 ans,autre,propre,2,0
Homme,43,employe qualifie,24971891,divorce,24,rembourse,meubles,8114,1,860,5 annees,3,rien,3 annees,autre,propre,1,1
Femme,53,employe qualifie,26781123,,12,rembourse,education,1590,1,530,2 mois,4,rien,7 ans,l'epargne de la societe de construction,propre,1,1
Homme,34,employe qualifie,24672482,Celibataire,24,critique,Entreprise,5650,2,0,7 ans,4,rien,3 annees,inconnu/aucun,propre,2,0
Homme,34,independant de gestion,22068627,Celibataire,36,critique,voiture (neuve),13228,1,900,14 ans,4,rien,15 ans,autre,propre,2,0
Homme,40,employe qualifie,22631612,Celibataire,28,entierement rembourse cette banque,voiture (occasion),15648,2,0,5 mois,3,garant,14 ans,immobilier,louer,2,0
Homme,43,independant de gestion,24929314,Celibataire,27,critique,Entreprise,4884,2,120,7 ans,4,rien,17 ans,autre,propre,4,0
Homme,38,resident non qualifie,21568411,Celibataire,12,critique,voiture (neuve),4342,1,50,2 annees,4,rien,10 annees,l'epargne de la societe de construction,propre,2,0
Homme,34,employe qualifie,21080471,Celibataire,36,critique,voiture (occasion),11600,1,630,1 ans,3,rien,6 ans,autre,propre,2,0
Homme,29,employe qualifie,27959639,Celibataire,18,critique,Electronique,2338,1,0,1 ans,4,rien,2 annees,l'epargne de la societe de construction,propre,2,0
Homme,31,independant de gestion,23156689,Celibataire,36,retarde,voiture (occasion),17894,2,0,7 ans,3,rien,11 mois,autre,propre,1,0
Femme,28,independant de gestion,27766585,,21,rembourse,Electronique,5212,1,110,7 mois,4,rien,22 ans,l'epargne de la societe de construction,louer,1,0
Homme,44,employe qualifie,26066136,divorce,20,critique,voiture (neuve),6970,1,0,4 mois,2,rien,13 ans,immobilier,propre,2,0
Homme,42,employe qualifie,28238476,Celibataire,36,critique,voiture (occasion),20954,1,0,15 ans,2,rien,7 ans,inconnu/aucun,gratuitement,2,0
Homme,20,independant de gestion,25562039,Celibataire,12,rembourse,Electronique,2214,2,280,1 ans,2,rien,11 mois,immobilier,louer,1,0
